ID,Min of Date Sent,Max of Date Sent,Days In Production,,,,,,,,
1.07165E+11,11/28/2022,12/12/2022,14,,,,,,,,
1.06764E+11,10/24/2022,11/3/2022,10,,,,,,,,
1.06767E+11,10/24/2022,11/3/2022,10,,,,,,,,
1.06861E+11,10/31/2022,11/10/2022,10,,,,,,,,
1.07165E+11,11/28/2022,12/8/2022,10,,,,,,,,
1.07165E+11,11/28/2022,12/8/2022,10,,,,,,,,
1.07165E+11,11/28/2022,12/8/2022,10,,,,,,,,
1.07165E+11,11/28/2022,12/8/2022,10,,,,,,,,
1.07165E+11,11/28/2022,12/8/2022,10,,,,,,,,
1.07165E+11,11/28/2022,12/8/2022,10,,,,,,,,
1.07165E+11,11/28/2022,12/8/2022,10,,,,,,,,
1.07165E+11,11/28/2022,12/8/2022,10,,,,,,,,
1.07165E+11,11/28/2022,12/8/2022,10,,,,,,,,
1.07165E+11,11/28/2022,12/8/2022,10,,,,,,,,
1.07165E+11,11/28/2022,12/8/2022,10,,,,,,,,
1.07165E+11,11/28/2022,12/8/2022,10,,,,,,,,
1.07165E+11,11/28/2022,12/6/2022,8,,,,,,,,
1.07165E+11,11/28/2022,12/6/2022,8,,,,,,,,
1.07165E+11,11/28/2022,12/6/2022,8,,,,,,,,
1.07165E+11,11/28/2022,12/6/2022,8,,,,,,,,
1.08212E+11,2/24/2023,2/28/2023,4,,,,,,,,
1.07086E+11,11/29/2022,11/30/2022,1,,,,,,,,
1.07165E+11,11/28/2022,11/29/2022,1,,,,,,,,
1.07165E+11,11/28/2022,11/29/2022,1,,,,,,,,
1.07165E+11,11/28/2022,11/29/2022,1,,,,,,,,
1.07165E+11,11/28/2022,11/29/2022,1,,,,,,,,
1.07165E+11,11/28/2022,11/29/2022,1,,,,,,,,
1.07165E+11,11/28/2022,11/29/2022,1,,,,,,,,
1.07165E+11,11/28/2022,11/29/2022,1,,,,,,,,
1.07165E+11,11/28/2022,11/29/2022,1,,,,,,,,
1.07165E+11,11/28/2022,11/29/2022,1,,,,,,,,
1.07165E+11,11/28/2022,11/29/2022,1,,,,,,,,
1.07165E+11,11/28/2022,11/29/2022,1,,,,,,,,
1.07165E+11,11/28/2022,11/29/2022,1,,,,,,,,
1.07165E+11,11/28/2022,11/29/2022,1,,,,,,,,
1.07165E+11,11/28/2022,11/29/2022,1,,,,,,,,
1.07165E+11,11/28/2022,11/29/2022,1,,,,,,,,
1.07165E+11,11/28/2022,11/29/2022,1,,,,,,,,
1.07165E+11,11/28/2022,11/29/2022,1,,,,,,,,
1.07165E+11,11/28/2022,11/29/2022,1,,,,,,,,
1.06859E+11,11/21/2022,11/21/2022,0,,,,,,,,
1.06859E+11,11/21/2022,11/21/2022,0,,,,,,,,
1.06859E+11,11/21/2022,11/21/2022,0,,,,,,,,
1.06859E+11,11/21/2022,11/21/2022,0,,,,,,,,
1.06859E+11,11/21/2022,11/21/2022,0,,,,,,,,
1.06859E+11,11/21/2022,11/21/2022,0,,,,,,,,
1.06859E+11,11/21/2022,11/21/2022,0,,,,,,,,
1.06859E+11,11/21/2022,11/21/2022,0,,,,,,,,
1.06859E+11,11/21/2022,11/21/2022,0,,,,,,,,
1.06859E+11,11/21/2022,11/21/2022,0,,,,,,,,
1.06859E+11,11/21/2022,11/21/2022,0,,,,,,,,
1.06859E+11,11/21/2022,11/21/2022,0,,,,,,,,
1.06859E+11,11/21/2022,11/21/2022,0,,,,,,,,
1.06859E+11,11/21/2022,11/21/2022,0,,,,,,,,
1.06859E+11,11/21/2022,11/21/2022,0,,,,,,,,
1.06859E+11,11/21/2022,11/21/2022,0,,,,,,,,
1.06859E+11,11/21/2022,11/21/2022,0,,,,,,,,
1.07165E+11,12/12/2022,12/12/2022,0,,,,,,,,
1.07165E+11,12/12/2022,12/12/2022,0,,,,,,,,
1.07165E+11,12/12/2022,12/12/2022,0,,,,,,,,
1.07165E+11,12/12/2022,12/12/2022,0,,,,,,,,
1.07165E+11,12/12/2022,12/12/2022,0,,,,,,,,
1.07165E+11,12/12/2022,12/12/2022,0,,,,,,,,
1.07165E+11,12/12/2022,12/12/2022,0,,,,,,,,
1.07165E+11,12/12/2022,12/12/2022,0,,,,,,,,
1.07165E+11,12/12/2022,12/12/2022,0,,,,,,,,
1.07165E+11,12/12/2022,12/12/2022,0,,,,,,,,
1.07165E+11,12/12/2022,12/12/2022,0,,,,,,,,
1.07165E+11,12/12/2022,12/12/2022,0,,,,,,,,
1.07165E+11,12/12/2022,12/12/2022,0,,,,,,,,
1.07165E+11,12/12/2022,12/12/2022,0,,,,,,,,
1.07165E+11,12/12/2022,12/12/2022,0,,,,,,,,
1.07165E+11,12/12/2022,12/12/2022,0,,,,,,,,
1.07165E+11,12/12/2022,12/12/2022,0,,,,,,,,
1.07165E+11,12/12/2022,12/12/2022,0,,,,,,,,
1.07165E+11,12/12/2022,12/12/2022,0,,,,,,,,
1.07165E+11,12/12/2022,12/12/2022,0,,,,,,,,
1.07165E+11,12/12/2022,12/12/2022,0,,,,,,,,
1.07165E+11,12/12/2022,12/12/2022,0,,,,,,,,
1.07165E+11,12/12/2022,12/12/2022,0,,,,,,,,
1.07165E+11,12/12/2022,12/12/2022,0,,,,,,,,
1.07165E+11,12/12/2022,12/12/2022,0,,,,,,,,
1.07165E+11,12/12/2022,12/12/2022,0,,,,,,,,
1.07165E+11,12/12/2022,12/12/2022,0,,,,,,,,
1.07165E+11,12/12/2022,12/12/2022,0,,,,,,,,
1.07165E+11,12/12/2022,12/12/2022,0,,,,,,,,
1.07165E+11,12/12/2022,12/12/2022,0,,,,,,,,
1.07165E+11,12/12/2022,12/12/2022,0,,,,,,,,
1.07165E+11,12/12/2022,12/12/2022,0,,,,,,,,
1.07165E+11,12/12/2022,12/12/2022,0,,,,,,,,
1.07165E+11,12/12/2022,12/12/2022,0,,,,,,,,
1.07165E+11,12/21/2022,12/21/2022,0,,,,,,,,
1.07165E+11,12/21/2022,12/21/2022,0,,,,,,,,
1.07165E+11,12/21/2022,12/21/2022,0,,,,,,,,
1.07165E+11,12/21/2022,12/21/2022,0,,,,,,,,
1.07165E+11,12/21/2022,12/21/2022,0,,,,,,,,
1.07165E+11,12/21/2022,12/21/2022,0,,,,,,,,
1.07165E+11,12/21/2022,12/21/2022,0,,,,,,,,
1.07165E+11,12/21/2022,12/21/2022,0,,,,,,,,
1.07165E+11,12/21/2022,12/21/2022,0,,,,,,,,
1.07165E+11,12/21/2022,12/21/2022,0,,,,,,,,
1.07165E+11,12/21/2022,12/21/2022,0,,,,,,,,
1.07165E+11,12/21/2022,12/21/2022,0,,,,,,,,
1.07165E+11,12/21/2022,12/21/2022,0,,,,,,,,
1.07165E+11,12/21/2022,12/21/2022,0,,,,,,,,
1.07165E+11,12/21/2022,12/21/2022,0,,,,,,,,
1.07165E+11,12/21/2022,12/21/2022,0,,,,,,,,
1.07165E+11,12/21/2022,12/21/2022,0,,,,,,,,
1.07165E+11,12/21/2022,12/21/2022,0,,,,,,,,
1.07165E+11,12/21/2022,12/21/2022,0,,,,,,,,
1.07165E+11,12/21/2022,12/21/2022,0,,,,,,,,
1.07165E+11,12/21/2022,12/21/2022,0,,,,,,,,
1.07165E+11,12/21/2022,12/21/2022,0,,,,,,,,
1.07165E+11,12/21/2022,12/21/2022,0,,,,,,,,
1.07165E+11,12/21/2022,12/21/2022,0,,,,,,,,
1.07165E+11,12/21/2022,12/21/2022,0,,,,,,,,
1.07165E+11,12/21/2022,12/21/2022,0,,,,,,,,
1.07165E+11,12/21/2022,12/21/2022,0,,,,,,,,
1.07165E+11,12/21/2022,12/21/2022,0,,,,,,,,
1.07165E+11,12/21/2022,12/21/2022,0,,,,,,,,
1.07165E+11,12/21/2022,12/21/2022,0,,,,,,,,
1.07165E+11,12/21/2022,12/21/2022,0,,,,,,,,
1.07165E+11,12/21/2022,12/21/2022,0,,,,,,,,
1.07165E+11,12/21/2022,12/21/2022,0,,,,,,,,
1.07165E+11,12/21/2022,12/21/2022,0,,,,,,,,
1.07165E+11,12/21/2022,12/21/2022,0,,,,,,,,
1.07165E+11,12/21/2022,12/21/2022,0,,,,,,,,
1.07165E+11,12/21/2022,12/21/2022,0,,,,,,,,
1.07165E+11,12/21/2022,12/21/2022,0,,,,,,,,
1.07165E+11,12/16/2022,12/16/2022,0,,,,,,,,
1.07165E+11,12/16/2022,12/16/2022,0,,,,,,,,
1.07165E+11,12/16/2022,12/16/2022,0,,,,,,,,
1.07165E+11,12/16/2022,12/16/2022,0,,,,,,,,
1.07165E+11,12/16/2022,12/16/2022,0,,,,,,,,
1.07165E+11,12/16/2022,12/16/2022,0,,,,,,,,
1.07165E+11,12/16/2022,12/16/2022,0,,,,,,,,
1.07165E+11,12/16/2022,12/16/2022,0,,,,,,,,
1.07165E+11,12/16/2022,12/16/2022,0,,,,,,,,
1.07165E+11,12/16/2022,12/16/2022,0,,,,,,,,
1.07165E+11,12/16/2022,12/16/2022,0,,,,,,,,
1.07165E+11,12/16/2022,12/16/2022,0,,,,,,,,
1.07165E+11,12/16/2022,12/16/2022,0,,,,,,,,
1.07165E+11,12/16/2022,12/16/2022,0,,,,,,,,
1.07165E+11,12/16/2022,12/16/2022,0,,,,,,,,
1.07165E+11,12/16/2022,12/16/2022,0,,,,,,,,
1.07165E+11,12/16/2022,12/16/2022,0,,,,,,,,
1.07165E+11,12/16/2022,12/16/2022,0,,,,,,,,
1.07165E+11,12/16/2022,12/16/2022,0,,,,,,,,
1.07165E+11,12/16/2022,12/16/2022,0,,,,,,,,
1.07165E+11,12/16/2022,12/16/2022,0,,,,,,,,
1.07165E+11,12/16/2022,12/16/2022,0,,,,,,,,
1.07165E+11,12/16/2022,12/16/2022,0,,,,,,,,
1.07165E+11,12/16/2022,12/16/2022,0,,,,,,,,
1.07165E+11,12/16/2022,12/16/2022,0,,,,,,,,
1.07165E+11,12/16/2022,12/16/2022,0,,,,,,,,
1.07165E+11,12/16/2022,12/16/2022,0,,,,,,,,
1.07165E+11,12/16/2022,12/16/2022,0,,,,,,,,
1.07165E+11,12/16/2022,12/16/2022,0,,,,,,,,
1.07165E+11,12/16/2022,12/16/2022,0,,,,,,,,
1.07165E+11,12/16/2022,12/16/2022,0,,,,,,,,
1.07165E+11,12/16/2022,12/16/2022,0,,,,,,,,
1.07165E+11,12/16/2022,12/16/2022,0,,,,,,,,
1.07165E+11,12/16/2022,12/16/2022,0,,,,,,,,
1.07165E+11,12/16/2022,12/16/2022,0,,,,,,,,
1.07165E+11,12/16/2022,12/16/2022,0,,,,,,,,
1.07165E+11,12/16/2022,12/16/2022,0,,,,,,,,
1.07165E+11,12/16/2022,12/16/2022,0,,,,,,,,
1.07165E+11,12/16/2022,12/16/2022,0,,,,,,,,
1.07165E+11,12/16/2022,12/16/2022,0,,,,,,,,
1.07165E+11,12/16/2022,12/16/2022,0,,,,,,,,
1.07165E+11,12/16/2022,12/16/2022,0,,,,,,,,
1.07279E+11,1/0/1900,1/0/1900,0,,,,,,,,
